wavelength,spectral_irradiance
595.0,1.7782653488099134
596.0,1.6622140747229792
597.0,1.8299478027740192
598.0,1.8088600430359336
599.0,1.816128091839416
600.0,1.8082199846230889
601.0,1.780524505441822
602.0,1.7040449181581423
603.0,1.7853528273303472
604.0,1.7998238560951352
605.0,1.7934176072908796
606.0,1.7941125840862586
607.0,1.790142105915445
608.0,1.7236597422997713
609.0,1.7759493555983734
610.0,1.6646176855832042
611.0,1.7727998258229696
612.0,1.7680049824681665
613.0,1.757378140574645
614.0,1.7204919396988891
615.0,1.7629242877833544
616.0,1.745748431270331
617.0,1.7495581505374966
618.0,1.738017357661153
619.0,1.7441393935954213
620.0,1.7446649396377731
621.0,1.7194979239684547
622.0,1.7233371554972183
623.0,1.7263078533556937
624.0,1.612447599941257
625.0,1.717314316328491
626.0,1.700680180655222
627.0,1.7113997553896894
628.0,1.611562731623808
629.0,1.6767401917106688
630.0,1.6969871617021144
631.0,1.6978246545474922
632.0,1.633672231034757
633.0,1.690404179009006
634.0,1.6759206819630823
635.0,1.6811009930190504
636.0,1.6722168331888605
637.0,1.677367542067741
638.0,1.3238147242912135
639.0,1.6585340435627212
640.0,1.6596831834928287
641.0,1.5871089455941272
642.0,1.6545776221800148
643.0,1.6498217422037602
644.0,1.6342254011134387
645.0,1.63896171947554
646.0,1.6452747758707953
647.0,1.6391481542465902
648.0,1.6370889197090757
649.0,1.6286400007984936
650.0,1.617189752819531
651.0,1.6057057365791596
652.0,1.596883868201598
653.0,1.6118858079662453
654.0,1.6048846682964313
655.0,1.5679773572619904
656.0,1.4469684328415788
657.0,1.4857839004108644
658.0,1.5698936861157202
659.0,1.5697706317737758
660.0,1.580007849872421
661.0,1.5733206351463902
662.0,1.5785754461802648
663.0,1.5758257306218195
664.0,1.5547462530993283
665.0,1.5272734546217717
666.0,1.570554524997125
667.0,1.5550503073205455
668.0,1.399350388762418
669.0,1.5608941047695373
670.0,1.5455184462609493
671.0,1.5475242610074127
672.0,1.5347896601841688
673.0,1.5467380399719608
674.0,1.5018571132921814
675.0,1.4878592897645615
676.0,1.5328296923464646
677.0,1.5290782083443142
678.0,1.5301727795632338
679.0,1.5249881225919664
680.0,1.5104880211524152
681.0,1.5146080287813664
682.0,1.501013965761609
683.0,1.471988206902423
684.0,1.4942910845582913
685.0,1.5040479940961409
686.0,1.1384551826391829
687.0,1.493240751759939
688.0,1.4926714268650747
689.0,1.4897747494352318
690.0,1.4824164754338849
691.0,1.4752240855190564
692.0,1.4695274997067094
693.0,1.4675575612403404
694.0,1.475012384495609
695.0,1.4657683928692171
696.0,1.4508713744895745
697.0,1.453101598315258
698.0,1.4421733197403086
699.0,1.45902563035223
700.0,1.4483463077849863
701.0,1.3657817896921491
702.0,1.4181526666115498
703.0,1.443501231643685
704.0,1.3994775192731952
705.0,1.4361024357286476
706.0,1.4204755733251295
707.0,1.3780438846209169
708.0,1.4223076913281452
709.0,1.3897136762520863
710.0,1.4090175026986276
711.0,1.4024698168302403
712.0,1.340889096189033
713.0,1.3972007591866706
714.0,1.4038352934267817
715.0,1.1095973259697116
716.0,1.3964687871628905
717.0,1.3971154094064295
718.0,1.3958348330126846
719.0,1.360232735215963
720.0,1.38245375980505
721.0,1.372351095240326
722.0,1.3744062036559583
723.0,1.374262928319608
724.0,1.36944778404552
725.0,1.3686193826551367
726.0,1.3656990874235273
727.0,1.3561905644286203
728.0,1.3359630861170588
729.0,1.351720805528841
730.0,1.3458419310485457
731.0,0.969547108349297
732.0,1.342314596369759
733.0,1.342510282445562
734.0,1.330535567410115
735.0,1.3308272632469058
736.0,1.3188243746915853
737.0,1.3310081132670308
738.0,1.328134644023949
739.0,1.2464825283694017
740.0,1.2850475013770593
741.0,1.3191415965366304
742.0,1.3137618329449332
743.0,1.3039740074647967
744.0,1.3078021394259791
745.0,1.179126056323124
746.0,1.3008889321090615
747.0,1.2994128394798816
748.0,1.295546143764546
749.0,1.2865241534803928
750.0,1.290104298523028
751.0,1.2866895680082464
752.0,1.269658825103792
753.0,1.2802172013477766
754.0,1.2670564810317493
755.0,1.1095936194534444
756.0,1.2556098796253945
757.0,1.2654967170447886
758.0,1.2658456490856065
759.0,1.2596295615498876
760.0,1.2601787653564451
761.0,1.2568192029894447
762.0,1.2254663013980878
763.0,1.2268369231587195
764.0,1.2437149795723128
765.0,1.1948245414089025
766.0,1.205185922807189
767.0,1.236972346933254
768.0,1.2279064479186594
769.0,1.2293644975063884
770.0,1.230497942188368
771.0,1.2192486952896666
772.0,1.2248459544585444
773.0,1.2009566778497636
774.0,1.216889602587086
775.0,1.2138982541379797
776.0,1.2121021123211575
777.0,1.2106716168354894
778.0,1.202548421778964
779.0,1.2048902706888844
780.0,1.19000284329473
781.0,0.948477801267668
782.0,1.1942658964760042
783.0,1.1935139232512355
784.0,1.190401158920206
785.0,1.187321033911668
786.0,1.1850674320588557
787.0,1.182261329498223
788.0,1.1631616811458865
789.0,1.1603666881434451
790.0,1.168162440961014
791.0,1.1683810554865015
792.0,1.1280899848279202
793.0,1.1491197490756273
794.0,1.149430526977297
795.0,1.159464306286869
796.0,1.157338654174844
797.0,1.1545957721935594
798.0,1.1517681798310662
799.0,1.1395587653882182
800.0,1.141133705111593
801.0,1.1347479570388197
802.0,1.140150848892399
803.0,1.1258505096974838
804.0,1.1357222612959528
805.0,1.0884684748531723
806.0,1.1238455341622509
807.0,1.114296948821708
808.0,1.1208023943915046
809.0,1.1223688720683074
810.0,1.112473592583561
811.0,1.116460924913249
812.0,1.1145889443767951
813.0,1.0955020640238904
814.0,1.1092528897033418
815.0,1.093472361729194
816.0,1.1044328500304104
817.0,1.0971937939768124
818.0,1.0918305648444735
819.0,1.0812702504221714
820.0,1.0941925448333107
821.0,0.6979155632482088
822.0,1.0888600967700257
823.0,1.0794910526797128
824.0,1.084404854226408
825.0,1.078718368920654
826.0,1.0784010871319496
827.0,1.0747372607409238
828.0,1.0746550080497466
829.0,1.066733753190812
830.0,1.0535389648950793
831.0,1.0555676581381774
832.0,1.0640738931776654
833.0,1.056242723648057
834.0,1.05748288802482
835.0,1.053074651300708
836.0,1.0533618313818311
837.0,1.0529529157192683
838.0,1.0426346737744616
839.0,0.5884817694303132
840.0,1.0460714635558677
841.0,1.0439828965877331
842.0,1.0399204048998858
843.0,1.0389227126250136
844.0,1.0313883641150663
845.0,1.011380779127058
846.0,1.0284480177294195
847.0,1.020071640637207
848.0,1.025997061368953
849.0,1.0091628137797022
850.0,0.6279319704173756
851.0,1.0174341795714212
852.0,1.0127786952338933
853.0,0.99408271747393
854.0,0.8930463409726632
855.0,0.9157464552681398
856.0,0.9913017612783764
857.0,0.9972608004123832
858.0,1.0041757810625551
859.0,1.0027876457627962
860.0,0.9972270121697544
861.0,0.9926050263471686
862.0,0.9963333421249976
863.0,0.9936605942251002
864.0,0.989885892045579
865.0,0.9760223223335838
866.0,0.9192999953166532
867.0,0.9345636790696584
868.0,0.9753163558673322
869.0,0.9637701181086016
870.0,0.9771873673146272
871.0,0.974604914546864
872.0,0.9276876717886448
873.0,0.960775612626772
874.0,0.9554189073626876
875.0,0.9414662513823544
876.0,0.9557282765883636
877.0,0.9565756301656972
878.0,0.9606423978345752
879.0,0.9592903086552786
880.0,0.957333387953589
881.0,0.884344679613229
882.0,0.952955782439382
883.0,0.9481603496385956
884.0,0.9445850900041938
885.0,0.9422464480800462
886.0,0.92809896521636
887.0,0.9184786872592878
888.0,0.9359924861422564
889.0,0.9367142877251744
890.0,0.935710231431806
891.0,0.934213787930292
892.0,0.9311099252326692
893.0,0.8102446957542229
894.0,0.9283649951763584
895.0,0.9256808779624128
896.0,0.9238863146619524
897.0,0.8862300475669277
898.0,0.9184302028295196
899.0,0.914855252904024
900.0,0.909236374055357
901.0,0.8960610474676788
902.0,0.8781317591008436
903.0,0.899456296293186
904.0,0.903284368310709
905.0,0.9028172573455704
906.0,0.9024334580762564
907.0,0.9009774066105044
908.0,0.8983747828013849
909.0,0.8970543738460314
910.0,0.8955519959222459
911.0,0.8935920480657613
912.0,0.8910964736415518
913.0,0.8895924372765255
914.0,0.8875608867190004
915.0,0.8751041447378576
916.0,0.883143258821597
917.0,0.8813224901514101
918.0,0.8788036076343405
919.0,0.8763503933960403
920.0,0.8404836942965341
921.0,0.8706798630942715
922.0,0.763418657273637
923.0,0.8196510148100138
924.0,0.6267248649687195
925.0,0.8617896689357114
926.0,0.8397309018417549
927.0,0.8607369883440363
928.0,0.8591439556261611
929.0,0.8178983221555781
930.0,0.8547956325895251
931.0,0.8522910766070294
932.0,0.8482809157337559
933.0,0.8438086292096758
934.0,0.8480197412101614
935.0,0.8461193973322464
936.0,0.8442445994438053
937.0,0.8423944383993387
938.0,0.8405358652613496
939.0,0.8091029189036
940.0,0.830873846536181
941.0,0.8293623871480107
942.0,0.8315859672181213
943.0,0.8314903171190894
944.0,0.8256520644585835
945.0,0.8198027821647655
946.0,0.8082803820012189
947.0,0.8243877427871203
948.0,0.8223835764912879
949.0,0.8206682287365997
950.0,0.8186565295209145
951.0,0.8162171422866941
952.0,0.813416035031004
953.0,0.8069621509988201
954.0,0.7962992130317866
955.0,0.7403046919543147
956.0,0.7975016428750169
957.0,0.802724144276526
958.0,0.8033933952514529
959.0,0.8027327162198066
960.0,0.8015696893419599
961.0,0.8001768884273851
962.0,0.7982832182768727
963.0,0.7968942437658835
964.0,0.7951018983808171
965.0,0.6573015760969484
966.0,0.7203912884456849
967.0,0.761112414897344
968.0,0.7887539048227966
969.0,0.7662011919855524
970.0,0.7638725906243383
971.0,0.7795027499291182
972.0,0.782301289598068
973.0,0.7806449863477958
974.0,0.7662712561326707
975.0,0.725959844592365
976.0,0.7756333867209435
977.0,0.7740094830185258
978.0,0.7664834267147826
979.0,0.7704348028394974
980.0,0.7690569478773094
981.0,0.7673878166839456
982.0,0.7657405849074482
983.0,0.7490602226822447
984.0,0.7625071140277969
985.0,0.7597213423582793
986.0,0.7592436413466632
987.0,0.7575279838830686
988.0,0.7560054049460971
989.0,0.744853086944493
990.0,0.7526056303743124
991.0,0.7510951200940811
992.0,0.7495626104908847
993.0,0.7314013601437569
994.0,0.7445087805560517
995.0,0.7447319308184266
996.0,0.7430934608067977
997.0,0.7282177324168181
998.0,0.7392575461605155
999.0,0.7375033449239874
